LocusID,Gene Name,Gene Synonyns,Product Name,Product Synonyms,Human_Sputum_B,Human_Sputum_A,Human_Sputum_C,Human_Sputum_D,Human_Sputum_E,Human_Sputum_F,Human_Sputum_G,HumanSputum_EM55B,HumanSputum_EM59,HumanSputum_EM60B,HumanSputum_EM13,HumanSputum_EM24,HumanSputum_EM30,HumanSputum_EM33,HumanSputum_EM35B,HumanSputum_EM36,HumanSputum_EM37B,HumanSputum_EM43,HumanSputum_EM48B,HumanSputum_EM49 ,HumanSputum_EM53B,HumanSputum_EM6,HumanSputum_EM61,HumanSputum_EM70
PA4014,--,--,hypothetical protein,--,108,39,69,11,19,13,231,144,31,29,41,12,57,35,72,19,20,59,21,45,65,53,12,69
PA4015,--,--,conserved hypothetical protein,--,63,25,85,5,58,8,208,40,37,8,17,12,7,38,14,2,9,14,3,7,24,19,9,97
PA4016,--,--,hypothetical protein,--,85,98,119,84,57,19,295,212,119,11,15,12,47,46,50,21,31,129,42,26,44,42,44,156
PA4017,--,yraR,conserved hypothetical protein,--,90,16,79,7,20,14,115,171,97,12,36,61,76,141,57,17,16,34,23,26,34,44,36,89
PA4018,--,--,hypothetical protein,--,10,15,8,0,10,6,24,31,34,0,13,28,9,31,15,5,8,10,8,10,13,2,1,22
PA4019,ubiX,--,UbiX,UbiX ; probable aromatic acid decarboxylase,934,143,456,57,20,7,1181,92,119,58,21,57,16,52,311,5,64,49,14,9,55,182,12,447
PA4020,mpl,--,UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase,murein tripeptide ligase,866,221,608,86,60,34,2199,322,214,78,71,87,66,211,144,43,134,103,28,16,92,277,40,617
PA4021,eatR,--,regulator of ethanolamine catabolism EatR,"regulator of ethanolamine catabolism, EatR",40,33,87,29,45,23,141,205,51,13,31,35,66,25,64,11,56,45,29,22,43,24,47,117
PA4022,hdhA,exaC2,hydrazone dehydrogenase HdhA,"hydrazone dehydrogenase, HdhA",23,7,131,12,22,19,748,68,22,0,35,0,17,12,22,8,12,44,13,20,32,19,18,54
PA4023,eat,eutP,ethanolamine transporter Eat,"ethanolamine transporter, Eat",54,12,175,18,8,76,194,93,28,18,50,22,18,37,52,26,15,32,57,103,140,38,27,117
PA4024,eutB,--,ethanolamine-ammonia lyase large subunit EutB,"ethanolamine-ammonia lyase, large subunit, EutB",29,7,29,0,8,14,71,56,16,2,20,0,13,8,11,5,3,20,15,19,40,1,11,55
PA4025,eutC,--,ethanolamine-ammonia lyase small subunit EutC,"ethanolamine-ammonia lyase, small subunit, EutC",2,4,18,4,6,10,41,33,4,0,3,0,0,0,7,0,0,32,15,8,20,1,4,23
PA4026,--,--,probable acetyltransferase,--,39,13,43,26,16,1,217,89,20,2,29,66,5,21,38,7,8,6,11,23,36,16,12,51
PA4027,--,--,hypothetical protein,--,13,9,14,20,6,1,71,30,17,0,9,8,7,17,18,2,8,11,4,4,12,10,1,17
PA4028,--,--,hypothetical protein,--,0,0,3,0,3,0,2,8,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0
PA4029,--,dedA,conserved hypothetical protein,--,740,138,286,46,82,20,3629,333,154,45,211,45,45,140,212,123,192,95,40,119,106,219,38,385
PA4030,--,yeeI,conserved hypothetical protein,--,111,47,81,16,47,12,397,297,87,19,103,75,86,57,116,33,83,65,54,65,100,70,24,95
PA4031,ppa,ipyR,inorganic pyrophosphatase,--,365,107,1275,89,154,35,15427,193,168,40,159,26,32,192,154,93,73,58,38,32,91,633,26,974
PA4032,--,--,probable two-component response regulator,--,413,86,332,63,80,38,1418,238,73,24,46,65,48,79,100,43,28,34,39,34,75,62,37,329
PA4033,mucE,--,MucE,--,5,0,4,4,1,0,42,20,0,0,6,0,0,0,8,0,0,0,1,1,7,1,0,3
PA4034,aqpZ,bniP,aquaporin Z,bacterial nodulin-like intrinsic protein ; water channel protein,22,5,40,7,3,2,162,53,14,1,21,0,4,6,22,5,13,19,6,2,19,7,2,5
PA4035,--,--,hypothetical protein,--,121,70,112,33,47,37,850,289,109,34,97,84,116,45,203,47,111,61,48,104,146,139,38,148
PA4036,--,--,probable two-component sensor,--,25,11,34,19,23,10,37,127,16,1,29,0,23,20,32,3,9,55,13,16,40,30,13,79
PA4037,--,--,probable ATP-binding component of ABC transporter,--,42,3,10,4,1,5,63,15,0,2,1,0,0,6,11,2,1,2,0,0,7,0,0,10
PA4038,--,--,hypothetical protein,--,7,3,4,1,0,1,3,5,5,0,0,1,2,4,4,1,2,4,0,1,1,2,3,8
PA4039,--,--,hypothetical protein,--,2,3,0,1,3,3,23,9,0,2,4,12,8,8,7,1,2,8,0,3,9,16,6,5
PA4040,--,--,hypothetical protein,--,3,6,0,0,5,0,10,4,0,0,7,0,0,0,0,2,13,4,0,3,0,0,0,12
PA4041,--,--,hypothetical protein,--,11,11,6,0,13,2,64,126,11,2,4,6,16,42,43,26,20,22,8,21,28,2,4,15
PA4042,xseB,--,exodeoxyribonuclease VII small subunit,Exonuclease VII,50,24,37,16,7,5,102,54,13,6,30,23,11,24,29,11,7,41,12,12,16,32,1,41
PA4043,ispA,--,geranyltranstransferase,FPP synthase ; farnesyldiphosphate synthase,64,32,49,27,1,12,251,114,49,3,23,23,40,18,73,19,18,53,17,18,25,44,11,78
PA4044,dxs,--,1-deoxyxylulose-5-phosphate synthase,dxp synthase,265,201,261,67,126,62,664,555,244,34,168,121,154,157,225,127,125,258,97,108,257,259,89,396
PA4045,--,btuF ; yadT,conserved hypothetical protein,--,95,39,97,29,10,13,451,140,63,13,80,39,45,72,135,16,34,142,46,26,75,46,19,129
PA4046,--,--,hypothetical protein,--,44,10,67,24,4,9,161,63,43,4,9,31,9,10,58,12,8,59,16,5,37,42,14,88
PA4047,ribA,--,GTP cyclohydrolase II,--,189,70,236,38,17,12,728,75,24,8,37,8,15,22,41,31,9,60,18,14,29,5,29,185
PA4048,--,--,hypothetical protein,--,54,10,54,4,4,2,160,50,18,10,2,20,10,2,16,3,30,18,9,4,14,1,0,40
PA4049,--,--,hypothetical protein,--,65,20,64,18,11,6,474,102,43,4,3,7,15,30,64,10,25,46,13,18,41,8,18,27
PA4050,pgpA,--,phosphatidylglycerophosphatase A,--,237,89,482,50,81,40,3607,243,95,25,58,38,89,113,87,34,50,78,50,22,86,151,47,450
PA4051,thiL,--,thiamine monophosphate kinase,thiamin-phosphate kinase,229,118,389,40,103,51,2670,263,107,28,110,53,95,77,107,37,19,194,69,32,129,115,31,403
PA4052,nusB,ssyB,NusB protein,--,33,26,58,18,63,16,186,109,100,4,413,28,73,156,48,34,3,102,17,26,123,74,14,109
PA4053,ribE,ribH,67-dimethyl-8-ribityllumazine synthase,lumazine synthase ; riboflavin synthase beta chain,171,123,107,27,34,33,614,120,114,12,116,2,36,36,265,12,18,70,29,29,86,89,30,290
PA4054,ribB,ribA,GTP cyclohydrolase II / 34-dihydroxy-2-butanone 4-phosphate synthase,--,231,54,184,83,46,45,1110,128,55,8,31,26,76,33,100,12,50,110,44,34,41,22,18,188
PA4055,ribC,ribB,riboflavin synthase alpha chain,--,75,19,43,25,17,9,123,99,45,2,13,24,41,32,78,9,23,32,12,9,49,14,3,66
PA4056,ribD,ribG,riboflavin-specific deaminase/reductase,riboflavin biosynthetic protein RibG ; bifunctional pyrimidine deaminase/reductase in pathway of riboflavin biosynthesis,224,824,174,114,107,36,531,362,123,13,157,70,75,36,170,24,36,125,83,33,97,83,34,224
PA4057,nrdR,ybaD,NrdR,NrdR ,40,27,64,5,24,12,113,104,57,13,34,0,24,11,40,5,27,35,18,15,45,38,15,63
PA4058,--,--,hypothetical protein,--,3,10,11,0,11,1,151,27,18,10,11,11,14,23,21,5,6,13,3,6,11,17,2,19
PA4059,--,--,hypothetical protein,--,31,9,25,10,2,4,267,30,25,14,0,0,9,6,47,17,15,12,6,2,7,54,2,38
PA4060,--,--,hypothetical protein,--,54,33,22,2,29,12,82,140,79,7,8,12,75,92,23,11,19,8,17,22,65,11,3,41
PA4061,--,ybbN,probable thioredoxin,--,264,139,329,144,79,48,1996,216,136,27,101,29,96,207,237,69,136,83,25,47,69,126,55,201
PA4062,--,--,hypothetical protein,--,148,47,172,72,38,21,293,178,60,10,25,38,34,29,90,26,50,145,38,30,73,50,33,90
PA4063,--,--,hypothetical protein,--,570,169,828,352,274,103,928,862,371,68,342,127,171,210,246,71,118,281,166,111,389,155,197,942
PA4064,--,--,probable ATP-binding component of ABC transporter,--,618,141,766,157,383,105,2592,899,394,133,688,72,221,474,170,59,121,188,448,78,638,78,212,971
PA4065,--,--,hypothetical protein,--,474,177,708,337,331,122,1357,970,252,51,351,100,289,290,200,38,106,340,220,83,394,192,151,728
PA4066,--,--,hypothetical protein,--,115,33,218,38,96,40,265,109,54,26,85,0,31,29,24,5,15,70,45,17,76,0,37,236
PA4067,oprG,yciD ; ompW,Outer membrane protein OprG precursor,--,3378,531,1477,225,506,189,17775,815,783,124,359,53,126,636,487,181,202,94,133,75,314,387,154,4360
PA4068,--,--,probable epimerase,--,177,64,225,70,84,9,1289,134,52,13,119,104,28,97,99,38,70,79,28,24,43,272,35,292
PA4069,--,--,hypothetical protein,--,271,119,366,58,60,39,2425,339,101,35,114,127,133,99,158,82,126,225,64,31,118,390,44,408
PA4070,--,--,probable transcriptional regulator,--,482,381,34,80,206,9,92,21,9,4,3,0,0,44,21,5,23,11,5,11,23,18,5,39
PA4071,--,--,hypothetical protein,--,9,7,2,0,5,0,4,6,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,10
PA4072,--,--,probable amino acid permease,--,129,15,16,40,18,2,30,29,2,6,1,4,5,8,16,5,0,5,3,6,3,0,3,12
PA4073,--,--,probable aldehyde dehydrogenase,--,114,11,11,29,5,3,32,28,2,1,2,0,5,13,15,0,3,1,1,3,4,3,5,18
PA4074,--,--,probable transcriptional regulator,--,10,4,5,10,2,1,20,25,7,1,1,9,17,0,3,0,2,2,6,12,9,0,1,10
PA4075,--,--,hypothetical protein,--,52,47,42,16,8,8,13,64,20,0,26,5,0,31,3,2,2,8,10,4,19,0,9,64
PA4076,--,--,hypothetical protein,--,21,2,10,3,5,1,92,29,72,0,16,10,14,77,16,3,19,13,1,5,1,5,0,27
PA4077,--,--,probable transcriptional regulator,--,18,6,5,3,1,2,32,3,4,0,0,0,4,0,1,1,2,5,3,0,10,8,2,16
PA4078,--,--,probable nonribosomal peptide synthetase,--,13,16,18,3,9,5,110,9,21,2,11,8,16,24,13,0,1,6,1,16,6,0,9,11
PA4079,--,--,NAD(P)H-dependent carbonyl reductase,NAD(P)H-dependent carbonyl reductase ; probable dehydrogenase,89,73,67,82,45,13,258,52,31,9,30,18,33,23,30,5,9,11,16,4,31,18,6,66
PA4080,--,rcsB,probable response regulator,--,5,1,7,7,0,1,162,30,1,0,0,13,10,2,10,2,5,2,2,1,6,1,1,7
PA4081,cupB6,--,fimbrial subunit CupB6,probable fimbrial protein,0,1,2,0,0,0,4,8,3,0,0,0,3,7,8,3,0,5,1,4,3,3,2,10
PA4082,cupB5,--,adhesive protein CupB5,probable adhesin,11,18,21,5,8,11,39,39,9,0,1,5,0,5,13,5,6,8,14,3,9,24,11,28
PA4083,cupB4,--,chaperone CupB4,probable pili assembly chaperone,0,0,1,0,0,0,5,5,0,0,0,8,1,0,2,0,0,0,1,0,0,0,1,1
PA4084,cupB3,htrE,usher CupB3,probable fimbrial biogenesis usher protein,2,2,6,0,0,1,16,15,0,3,0,8,0,5,6,1,0,0,0,5,1,0,0,11
PA4085,cupB2,--,chaperone CupB2,probable pili asembly chaperone,11,2,7,2,0,1,59,14,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,6
PA4086,cupB1,--,probable fimbrial subunit CupB1,probable pilin,11,3,7,3,8,0,55,15,8,2,10,0,0,0,5,0,0,0,0,1,0,12,0,5
PA4087,--,moaF,conserved hypothetical protein,--,0,2,0,0,2,0,14,19,1,0,0,9,3,0,11,0,0,1,3,3,3,0,0,0
PA4088,--,--,glutamate-1-semialdehyde aminomutase,glutamate-1-semialdehyde aminomutase ; probable aminotransferase,4,0,1,0,0,0,5,16,0,2,7,0,2,0,3,1,0,0,0,0,4,0,0,2
PA4089,--,--,probable short-chain dehydrogenase,--,0,0,0,0,2,1,5,1,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1
PA4090,--,--,hypothetical protein,--,17,5,36,78,12,9,191,50,10,2,14,0,8,0,40,0,16,12,10,13,32,11,2,65
PA4091,hpaA,--,4-hydroxyphenylacetate 3-monooxygenase large chain,p-hydroxyphenylacetate 3-hydroxylase,46,9,50,9,4,5,205,36,10,0,9,12,5,4,39,6,0,10,8,7,21,13,1,37
PA4092,hpaC,--,4-hydroxyphenylacetate 3-monooxygenase small chain,--,4,4,2,0,0,1,9,0,2,1,1,0,0,0,3,0,0,3,0,2,3,0,4,1
PA4093,--,--,hypothetical protein,--,6,3,2,0,1,2,50,20,6,3,16,0,2,4,9,0,6,1,0,1,2,6,6,6
PA4094,--,--,probable transcriptional regulator,--,38,28,13,6,9,9,162,50,12,3,15,0,9,12,14,8,1,8,5,13,25,0,16,45
PA4095,--,--,hypothetical protein,--,1,0,3,0,0,0,5,6,0,1,0,0,0,0,4,3,0,0,0,8,3,0,0,4
PA4096,--,phlE,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,0,6,1,0,3,0,9,51,4,2,0,18,1,17,7,0,1,0,0,10,5,10,2,5
PA4097,--,ydjL,probable alcohol dehydrogenase (Zn-dependent),--,0,0,0,0,7,0,1,12,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0
PA4098,--,--,probable short-chain dehydrogenase,--,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA4099,--,--,hypothetical protein,--,4,3,3,0,2,1,23,13,0,0,0,15,0,0,10,1,1,0,0,2,0,0,0,2
PA4100,--,--,probable dehydrogenase,--,19,9,2,6,6,6,24,103,0,0,0,0,0,4,11,0,0,0,4,29,11,0,4,5
PA4101,bfmR,--,BfmR,BfmR ; Biofilm maturation Regulator,391,25,33,180,16,73,4081,900,0,1,28,0,35,0,272,8,22,0,0,124,256,0,4,105
PA4102,bfmS,--,BfmS,BfmS,297,19,24,175,12,48,2469,750,0,2,10,0,27,0,193,8,5,0,0,89,116,0,2,83
PA4103,--,--,hypothetical protein,--,64,10,3,96,2,44,1547,619,0,0,3,0,12,0,113,1,1,0,0,137,289,0,1,9
PA4104,--,--,conserved hypothetical protein,--,132,17,1,181,2,56,1243,1525,0,0,3,0,19,0,123,0,3,0,0,313,405,0,0,13
PA4105,--,--,hypothetical protein,--,110,8,1,198,3,38,1223,1836,1,2,0,0,3,0,177,3,6,0,0,636,497,0,5,26
PA4106,--,--,conserved hypothetical protein,--,214,18,7,330,1,49,2619,1070,0,0,3,0,9,0,99,2,0,0,0,160,317,0,1,9
PA4107,efhP,--,EfhP,EfhP,890,30,7,905,13,77,9815,1468,0,3,0,0,40,0,256,0,1,0,0,213,669,0,9,56
PA4108,--,--,cyclic di-GMP phosphodiesterase,cyclic di-GMP phosphodiesterase,81,50,46,28,20,12,266,140,27,8,19,0,34,47,95,12,27,35,6,32,42,14,6,140
PA4109,ampR,--,transcriptional regulator AmpR,--,41,29,35,23,18,11,80,111,21,1,21,27,16,26,60,8,8,34,5,18,29,38,8,56
PA4110,ampC,--,beta-lactamase precursor,cephalosporinase,1758,956,4111,256,844,1052,6146,368,1399,1,92,15,347,404,28,104,42,161,131,334,13,599,60,458
PA4111,--,--,hypothetical protein,--,176,114,476,50,108,82,165,43,207,2,5,7,59,43,53,2,1,90,25,72,21,0,23,60
PA4112,--,--,probable sensor/response regulator hybrid,--,92,109,192,29,41,37,532,305,104,3,21,36,51,92,68,30,55,114,49,89,81,36,27,133
PA4113,--,ydeA,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,110,21,75,13,21,10,380,94,73,3,39,3,11,72,46,9,24,33,16,18,32,9,14,57
PA4114,--,bltD,lysine decarboxylase,--,101,38,66,25,63,4,334,61,18,6,5,38,17,10,66,15,34,1,26,13,36,0,28,81
PA4115,--,--,conserved hypothetical protein,--,156,45,143,48,56,29,348,143,63,22,41,26,36,64,115,18,40,63,53,46,142,42,33,155
PA4116,bphO,--,heme oxygenase BphO,"heme oxygenase, BphO",63,10,113,58,11,21,486,93,34,11,14,0,29,55,52,12,17,55,56,25,29,2,23,76
PA4117,bphP,--,bacterial phytochrome BphP,"bacterial phytochrome, BphP",82,33,200,80,0,15,719,108,84,10,41,7,106,75,136,15,38,126,55,45,88,80,18,162
PA4118,--,--,hypothetical protein,--,32,37,21,12,0,2,56,32,11,1,0,0,11,3,71,0,5,3,6,11,14,0,6,27
PA4119,aph,--,aminoglycoside 3'-phosphotransferase type IIb,APH3'IIb,75,62,25,12,0,1,58,26,8,1,0,0,2,20,20,2,2,14,2,2,13,0,4,14
PA4120,--,--,probable transcriptional regulator,--,186,182,1,12,0,0,23,11,4,1,0,0,1,0,8,1,0,6,0,1,2,0,1,10
PA4121,--,--,conserved hypothetical protein,--,1879,2591,19,35,10,10,142,2,5,2,0,13,1,2,23,1,0,0,0,1,10,0,4,21
PA4122,--,--,conserved hypothetical protein,--,2212,930,6,27,4,8,44,12,3,0,0,0,0,3,10,1,1,0,0,5,1,3,5,23
PA4123,hpcC,hpaE,5-carboxy-2-hydroxymuconate semialdehyde dehydrogenase,--,1983,1007,30,28,2,16,69,47,6,6,14,16,2,15,18,0,2,12,2,9,13,0,27,43
PA4124,hpcB,hpaD,homoprotocatechuate 23-dioxygenase,"3,4-dihydroxyphenylacetate 2,3-dioxygenase (HPC dioxygenase)",174,182,16,15,2,6,18,26,1,0,18,28,10,6,9,0,3,0,5,5,2,0,1,12
PA4125,hpcD,--,5-carboxymethyl-2-hydroxymuconate isomerase,--,110,221,9,24,0,4,13,31,1,0,0,0,7,10,4,6,0,0,2,7,8,0,3,6
PA4126,--,hpaX,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,58,56,14,5,0,11,18,45,8,2,9,0,3,0,2,1,0,0,1,2,10,6,11,18
PA4127,hpcG,hpaH,2-oxo-hept-3-ene-17-dioate hydratase,--,53,48,5,0,0,0,16,1,1,0,0,0,1,0,1,0,0,0,0,2,8,1,6,17
PA4128,--,hpaI ; hpcH,conserved hypothetical protein,--,11,58,1,4,0,0,0,0,0,0,0,0,5,0,2,0,0,0,1,0,0,0,0,4
PA4129,--,--,hypothetical protein,--,31,16,48,15,0,0,107,20,7,0,17,0,12,0,15,2,0,82,59,11,6,0,4,53
PA4130,--,--,probable sulfite or nitrite reductase,--,58,38,109,24,0,9,204,38,22,3,82,0,24,0,33,11,6,111,297,7,23,9,29,56
PA4131,--,--,probable iron-sulfur protein,--,13,38,43,10,0,11,59,34,32,4,467,0,47,13,23,25,20,175,606,8,52,90,90,105
PA4132,mpaR,--,MpaR,MpaR ; MvfR-mediated PQS and anthranilate regulator,26,17,31,12,0,2,67,47,16,4,111,3,28,21,20,4,6,71,106,0,25,19,14,72
PA4133,--,ccoN ; fixN ; cytN,cytochrome c oxidase subunit (cbb3-type),cytochrome c oxidase polypeptide I homolog  (heme b/copper cytochrome c oxidase subunit),52,37,104,24,23,16,180,79,37,7,41,24,12,25,41,19,36,15,86,19,90,57,44,85
PA4134,--,--,hypothetical protein,--,5,4,11,5,0,1,15,5,0,2,1,0,4,0,5,1,2,13,9,1,3,11,2,23
PA4135,--,--,probable transcriptional regulator,--,39,35,28,6,0,4,404,22,16,6,8,0,0,4,12,2,0,13,2,3,9,36,1,32
PA4136,--,sur ; bcr,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,172,341,27,41,0,15,135,114,43,5,36,48,38,17,52,5,12,23,13,8,11,34,17,40
PA4137,--,opdL,probable porin,--,50,41,0,19,0,0,18,55,6,1,1,5,7,12,10,6,4,10,2,5,1,0,9,12
PA4138,tyrS,--,tyrosyl-tRNA synthetase,--,80,71,29,35,0,3,585,65,48,2,32,73,13,57,47,19,40,51,12,13,13,76,19,57
PA4139,--,--,hypothetical protein,--,2,2,43,4,0,0,62,24,2,0,7,0,1,0,14,0,0,4,0,1,1,0,1,2
PA4140,--,--,hypothetical protein,--,2,6,6,12,0,3,40,66,11,1,0,10,7,10,12,1,4,19,4,8,8,1,2,13
PA4141,--,--,hypothetical protein,--,58,11,85,0,0,5,4878,54,10,0,0,2,1,13,21,1,29,16,3,5,27,22,12,20
PA4142,--,--,probable secretion protein,--,5,0,2,0,0,0,110,35,2,5,10,11,3,9,2,0,11,2,0,11,0,12,3,0
PA4143,--,cyaB ; cvaB,probable toxin transporter,--,5,2,6,1,0,2,68,41,18,5,1,0,9,56,22,4,11,16,3,33,11,18,5,13
PA4144,--,opmK,probable outer membrane protein precursor,--,1,0,0,0,0,0,10,12,2,3,4,0,0,12,19,3,1,10,0,13,3,11,0,4
PA4145,--,--,probable transcriptional regulator,--,21,16,17,4,0,3,62,47,6,1,9,5,12,9,16,6,12,10,1,22,22,3,2,37
PA4146,--,--,hypothetical protein,--,16,3,5,0,0,1,18,13,1,0,0,0,0,0,8,2,6,9,0,1,0,31,0,5
PA4147,acoR,--,transcriptional regulator AcoR,--,113,82,70,54,0,19,498,223,50,8,93,39,29,113,86,23,26,124,19,42,93,33,56,99
PA4148,--,--,probable short-chain dehydrogenase,--,0,0,2,0,0,0,55,19,0,0,0,0,3,4,6,1,2,0,0,6,10,0,4,1
PA4149,--,acoX,conserved hypothetical protein,--,0,0,1,0,0,1,86,8,1,0,3,9,0,0,9,1,0,5,1,1,6,0,0,0
PA4150,--,acoA,probable dehydrogenase E1 component,--,14,13,8,17,0,0,111,38,9,1,1,27,13,16,11,3,3,13,2,10,21,0,0,12
PA4151,acoB,--,acetoin catabolism protein AcoB,--,2,1,1,3,0,0,41,20,2,0,5,12,0,24,3,3,0,0,0,1,3,0,1,9
PA4152,--,acoC,probable hydrolase,--,6,1,4,0,0,2,78,20,6,2,0,0,6,21,10,4,0,7,5,2,5,0,6,10
PA4153,--,--,23-butanediol dehydrogenase,--,16,5,18,1,0,3,86,43,11,0,3,34,4,30,17,2,11,6,1,0,33,21,13,38
PA4154,--,ygiM,conserved hypothetical protein,--,204,60,367,31,2,3,235,76,122,23,94,16,70,129,65,6,25,182,5,5,22,23,46,269
PA4155,--,--,hypothetical protein,--,65,67,94,52,0,22,244,46,38,2,87,124,105,19,57,30,20,33,9,29,44,21,35,105
PA4156,fvbA,--,FvbA,FvbA,170,95,136,86,0,31,399,69,56,8,100,62,119,17,152,53,65,78,9,47,129,55,76,167
PA4157,--,--,probable transcriptional regulator,--,6,12,12,4,0,6,69,103,21,2,7,0,18,37,35,10,5,22,5,11,22,5,10,25
PA4158,fepC,--,ferric enterobactin transport protein FepC,--,54,50,70,28,0,8,259,183,32,3,34,79,75,12,91,29,26,46,15,12,57,48,22,49
PA4159,fepB,--,ferrienterobactin-binding periplasmic protein precursor FepB,--,97,67,68,17,0,16,281,423,27,10,40,67,59,62,97,18,22,29,14,21,38,35,34,163
PA4160,fepD,--,ferric enterobactin transport protein FepD,--,29,53,50,49,0,19,122,166,20,3,72,75,30,15,58,15,22,60,33,16,106,14,12,67
PA4161,fepG,--,ferric enterobactin transport protein FepG,--,10,14,20,10,0,17,44,219,3,2,14,27,30,23,30,7,15,23,13,4,20,5,19,30
PA4162,--,--,probable short-chain dehydrogenase,--,38,12,25,4,1,11,94,1,7,15,8,26,25,12,35,16,34,26,9,2,22,0,9,25
PA4163,--,--,hypothetical protein,--,102,44,110,39,1,16,275,4,72,3,40,44,27,77,112,34,66,76,23,19,83,53,22,135
PA4164,--,--,hypothetical protein,--,8,5,21,3,0,5,24,0,8,0,4,8,7,8,11,3,0,0,2,1,11,0,15,19
PA4165,--,--,probable transcriptional regulator,--,32,20,8,1,1,7,29,0,9,3,16,31,14,30,22,14,14,11,2,5,19,31,7,31
PA4166,--,--,probable acetyltransferase,--,0,6,6,0,0,2,26,0,5,0,0,7,11,7,9,1,12,3,4,6,3,0,7,11
PA4167,--,yafB,probable oxidoreductase,--,17,10,17,13,0,11,60,0,1,3,4,16,11,6,8,5,0,1,9,1,7,5,1,2
PA4168,fpvB,--,second ferric pyoverdine receptor FpvB,second ferric pyoverdine receptor FpvB,213,122,555,173,6,425,1266,3,156,48,146,227,274,76,293,51,275,77,77,154,234,104,360,560
PA4169,--,--,conserved hypothetical protein,--,8,26,24,6,0,4,65,1,18,2,12,15,2,14,30,7,10,22,8,8,21,43,20,28
PA4170,--,--,hypothetical protein,--,270,287,131,71,2,72,327,10,195,36,215,129,116,255,242,30,103,63,28,25,245,18,80,429
PA4171,--,--,probable protease,--,100,58,115,61,0,10,247,6,25,9,24,30,35,51,73,3,25,20,6,16,28,11,26,135
PA4172,--,--,probable nuclease,--,10,18,31,0,0,0,42,2,7,5,6,24,10,13,23,5,10,21,2,3,6,18,9,40
PA4173,--,yjgH,conserved hypothetical protein,--,3,6,10,0,0,4,32,0,1,0,0,0,0,0,7,0,6,0,0,1,4,0,0,9
PA4174,--,--,probable transcriptional regulator,--,17,18,16,8,0,7,59,5,12,2,7,7,5,15,15,4,7,20,6,22,2,17,5,36
PA4175,piv,prpL,protease IV,"probable endoproteinase Arg-C precursor ; Pvds-regulated endoprotease, lysyl class ; protease IV ",8,9,12,0,0,2,391,0,20,3,12,0,5,18,39,7,12,82,11,5,19,64,9,20
PA4176,ppiC2,--,peptidyl-prolyl cis-trans isomerase C2,"Rotamase C ; Parvulin, PPIase C",43,13,69,12,0,9,63,3,15,3,1,0,8,12,17,1,9,29,3,2,22,6,8,59
PA4177,--,--,hypothetical protein,--,5,0,2,0,0,0,97,0,3,0,0,0,7,7,20,4,2,5,0,0,1,0,0,3
PA4178,eftM,--,SAM-dependent methyltransferase  EftM,"SAM-dependent methyltransferase , EftM ; hypothetical protein",16,0,3,7,2,2,25,0,23,3,7,9,0,0,9,8,8,13,5,1,0,0,3,15
PA4179,--,opdN,probable porin,--,1,2,0,0,0,1,24,0,12,4,12,16,5,14,9,2,7,6,0,6,2,0,7,5
PA4180,--,--,probable acetolactate synthase large subunit,--,172,87,221,72,0,30,369,0,60,18,66,74,54,25,66,16,31,61,34,36,85,15,66,208
PA4181,--,--,hypothetical protein,--,8,3,45,0,0,1,138,11,18,7,10,33,12,17,38,3,16,14,6,6,17,21,18,76
PA4182,--,--,hypothetical protein,--,9,16,25,0,0,0,33,4,10,3,6,18,8,16,8,11,8,11,2,6,9,9,13,35
PA4183,--,--,hypothetical protein,--,15,14,10,1,0,56,33,2,3,1,1,0,3,12,13,5,3,10,8,11,12,1,3,20
PA4184,souR,--,sarcosine oxidation and utilization regulator SouR,sarcosine oxidation and utilization regulator SouR ; probable transcriptional regulator,16,15,23,31,0,3,81,0,3,3,7,14,15,12,29,3,8,25,2,6,26,2,3,10
PA4185,--,--,probable transcriptional regulator,--,133,34,51,17,0,16,144,1,30,5,15,16,31,44,90,8,39,22,18,59,71,35,25,44
PA4186,--,--,hypothetical protein,--,15,8,12,0,0,2,43,4,8,4,8,15,19,7,36,6,21,11,2,8,9,15,4,18
PA4187,--,yaaU,probable major facilitator superfamily (MFS) transporter,probable MFS transporter,22,24,9,12,5,10,35,0,4,10,10,14,30,23,30,9,4,15,13,6,20,9,18,13
PA4188,--,--,conserved hypothetical protein,--,0,0,5,0,2,0,9,0,2,2,0,0,0,11,2,0,4,2,1,0,2,0,1,1
PA4189,--,--,probable aldehyde dehydrogenase,--,1,7,7,2,0,1,11,0,0,1,1,0,0,6,5,0,2,2,0,2,3,0,0,1
PA4190,pqsL,--,probable FAD-dependent monooxygenase,--,3,8,25,14,5,2,97,2,11,1,0,0,4,11,16,1,0,17,1,1,4,0,2,11
